AdditionalInfoId,DetailMarketId,PriceRange,AreaSize,AvailableSpaces,ParkingSpots,Toilets,OperationTime,Transportation,VendorNotes
944,944,-,1 ไร่,-,40 คัน,10 ห้อง,เปิดทุกวัน เวลา 06.00  20.00 น.,รถยนต์ทั่วไป,ยินดีต้อนรับร้านค้าทุกประเภท
945,945,-,1 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน เวลา 06.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
946,946,-,1 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน เวลา 03.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
947,947,-,1 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน เวลา 01.00  12.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
948,948,-,5 ไร่,-,100 คัน,20 ห้อง,เปิดทุกวัน 24 ชั่วโมง,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
949,949,-,1 ไร่,-,50 คัน,15 ห้อง,เปิดทุกวัน เวลา 03.00  19.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
950,950,-,1 ไร่,-,50 คัน,15 ห้อง,เปิดทุกวัน เวลา 05.00  17.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
951,951,-,1 ไร่,-,40 คัน,10 ห้อง,เปิดวันอังคาร วันพฤหัสบดีและวันเสาร์ เวลา 09.00  19.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
952,952,-,1 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน เวลา 06.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
953,953,-,1 ไร่,-,40 คัน,10 ห้อง,เปิดวันจันทร์ และวันศุกร์ เวลา 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
954,954,-,1 ไร่,-,40 คัน,10 ห้อง,เปิดวันศุกร์ เวลา 16.00  20.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
955,955,-,1 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน เวลา 14.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
956,956,-,2 ไร่,-,20 คัน,5 ห้อง,ทุกวัน เวลา 06:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
957,957,-,1 ไร่,-,40 คัน,10 ห้อง,เปิดวันจันทร์ และวันพฤหัสบดี เวลา 13.00  19.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
958,958,-,1 ไร่,-,40 คัน,10 ห้อง,เปิดวันจันทร์ วันพุธ และวันศุกร์ เวลา 13.30  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
959,959,-,1 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.00  18.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
960,960,-,2 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน เวลา 13.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
961,961,-,1 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน เวลา 07.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
962,962,-,2 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน เวลา 07.00  22.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
963,963,-,1 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน เวลา 06.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
964,964,-,1 ไร่,-,40 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
965,965,-,1 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน เวลา 05.00  19.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
966,966,-,1 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน เวลา 06.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
967,967,-,1 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน เวลา 06.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
968,968,-,2 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน เวลา 10.00  22.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
969,969,-,1 ไร่,-,30 คัน,5 ห้อง,เปิดทุกวัน เวลา 07.00  18.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
970,970,-,1 ไร่,-,30 คัน,6 ห้อง,เปิดทุกวัน เวลา 02.00  19.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
971,971,-,1 ไร่,-,30 คัน,5 ห้อง,เปิดทุกวัน เวลา 04:00  11:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
972,972,-,2 ไร่,-,30 คัน,5 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
973,973,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 04.00  21.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
974,974,-,2 ไร่,-,20 คัน,5 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
975,975,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันศุกร์ และวันเสาร์ 24 ชั่วโมง,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
976,976,-,2 ไร่,-,30 คัน,5 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
977,977,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 05.00  19.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
978,978,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
979,979,-,1,-,20 คัน,5 ห้อง,เปิดเฉพาวันจันทร์ เวลา 15:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
980,980,-,-,-,50 คัน,6 ห้อง,เปิดทุกวัน จันทร์  อาทิตย์ เวลา 5:00  19:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
981,981,-,2 ไร่,-,20 คัน,5 ห้อง,เปิดทุกวัน เวลา 24 ชั่วโมง,รถาส่วนตัว,รับสินค้าทุกประเภท
982,982,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทั่วไป
983,983,-,1,-,30 คัน,5 ห้อง,ทุกวัน เวลา 06:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
984,984,-,-,-,50 คัน,6 ห้อง,เปิดทุกวัน จันทร์  อาทิตย์ เวลา 5:00  20:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
985,985,-,3,-,50 คัน,10 ห้อง,ทุกวัน เวลา 15:0021:00,รถส่วนตัว,รับสินค้าทุกประเภท
986,986,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
987,987,-,3,-,50 คัน,10 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
988,988,-,2 ไร่,-,20 คัน,10 ห้อง,ทุกวัน เวลา 06:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
989,989,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 04.30  20.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
990,990,-,3,-,30 คัน,10 ห้อง,ทุกวัน เวลา 06:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
991,991,-,3,-,30 คัน,10 ห้อง,ทุกวัน เวลา 06:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
992,992,-,2 ไร่,-,30 คัน,5 ห้อง,ทุกวัน เวลา 17:0021:00,รถส่วนตัว,รับสินค้าทุกประเภท
993,993,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 06.00  18.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
994,994,-,1,-,30 คัน,10 ห้อง,ทุกวัน เวลา 15:0021:00,รถส่วนตัว,รับสินค้าทุกประเภท
995,995,-,2 ไร่,-,50 คัน,6 ห้อง,เปิดวันเสาร์ เวลา 17.00 23.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
996,996,-,3,-,30 คัน,10 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
997,997,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 03.00  15.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
998,998,-,2 ไร่,-,20 คัน,5 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
999,999,-,2 ไร่,-,20 คัน,5 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
1000,1000,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1001,1001,-,2 ไร่,-,30 คัน,20 ห้อง,ทุกวัน เวลา 06:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
1002,1002,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันจันทร์ พฤหัสบดี และวันเสาร์ เวลา 06.00  12.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1003,1003,-,2 ไร่,-,20 คัน,5 ห้อง,ทุกวัน เวลา 02:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
1004,1004,-,2 ไร่,-,20 คัน,5 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
1005,1005,-,2 ไร่,-,20 คัน,5 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
1006,1006,-,2 ไร่,-,30 คัน,5 ห้อง,ทุกวัน เวลา 15:0021:00,รถส่วนตัว,รับสินค้าทุกประเภท
1007,1007,-,4,-,50 คัน,20 ห้อง,เปิดทุกวัน เวลา 24 ชั่วโมง,รถส่วนตัว,รับสินค้าทุกประเภท
1008,1008,-,4,-,200 คัน,40 ห้อง,ทุกวัน เวลา 10:0022:00,รถส่วนตัว,รับสินค้าทุกประเภท
1009,1009,-,2 ไร่,-,20 คัน,5 ห้อง,เปิดเฉพาะวันพุธ เวลา 16:0021:00,รถส่วนตัว,รับสินค้าทุกประเภท
1010,1010,-,2 ไร่,-,40 คัน,6 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1011,1011,-,4,-,50 คัน,20 ห้อง,เปิดทุกวัน เวลา 11:3021:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1012,1012,-,3 ไร่,-,80 คัน,20 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1013,1013,-,2 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1014,1014,-,2 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน เวลา 08:0021:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1015,1015,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1016,1016,-,2 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1017,1017,-,2 ไร่,-,30 คัน,6 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1018,1018,-,2 ไร่,-,30 คัน,5 ห้อง,ทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1019,1019,-,1,-,20 คัน,5 ห้อง,ทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1020,1020,-,2 ไร่,-,20 คัน,5 ห้อง,ทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1021,1021,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 06.00  18.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1022,1022,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันเสาร์ เวลา 16.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1023,1023,-,1,-,20 คัน,4 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1024,1024,-,2 ไร่,-,30 คัน,5 ห้อง,เปิดทุกวัน เวลา 24 ชั่วโมง,รถส่วนตัว,รับสินค้าทุกประเภท
1025,1025,-,2,-,30 คัน,5 ห้อง,เปิดทุกวัน เวลา 13:0019:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1026,1026,-,1,-,20 คัน,5 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1027,1027,-,1,-,20 คัน,5 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1028,1028,-,2 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน 24 ชั่วโมง,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1029,1029,-,2 ไร่,-,50 คัน,10 ห้อง,"เปิดวันอังคาร, พฤหัสบดี, เสาร์, อาทิตย์ เวลา 08.0020.00 น.",รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1030,1030,-,3 ไร่,-,100 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.3019.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1031,1031,-,1 ไร่,-,100 คัน,20 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1032,1032,-,3 ไร่,-,60 คัน,10 ห้อง,เปิดทุกวัน เวลา 19.0002.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1033,1033,-,2 ไร่,-,30 คัน,4 ห้อง,เปิดทุกวัน เวลา 16:00–22:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1034,1034,-,2 ไร่,-,20 คัน,2 ห้อง,เปิดทุกวัน เวลา 05.0020.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1035,1035,-,2 ไร่,-,30 คัน,4 ห้อง,เปิดทุกวัน เวลา 06.0000.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1036,1036,-,2 ไร่,-,50 คัน,6 ห้อง,เปิดวันจันทร์  เสาร์ 05.3013.30น. วันอาทิตย์เวลา 05.0019.30น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1037,1037,-,1 ไร่,-,10 คัน,4 ห้อง,เปิดทุกวัน เวลา 05.3012.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1038,1038,-,2 ไร่,-,40 คัน,2 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1039,1039,-,2 ไร่,-,60 คัน,10 ห้อง,เปิดวันพฤหัสบดี เวลา 05.0012.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1040,1040,-,3 ไร่,-,60 คัน,10 ห้อง,"เปิดวันพฤหัสบดี, อาทิตย์ เวลา 12.0020.00 น.",รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1041,1041,-,2 ไร่,-,20 คัน,4 ห้อง,"เปิดวันพฤหัสบดี, วันอาทิตย์ เวลา 12.0018.00 น.",รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1042,1042,-,1 ไร่,-,10 คัน,2 ห้อง,เปิดวันพุธ และ วันอาทิตย์,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1043,1043,-,3 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวันเสาร์ 05.0012.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1044,1044,-,3 ไร่,-,20 คัน,2 ห้อง,เปิดวันเสาร์,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1045,1045,-,2 ไร่,-,20 คัน,6 ห้อง,เปิดทุกวัน 24 ชั่วโฒง,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1046,1046,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน เวลา 09.0018.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1047,1047,-,1 ไร่,-,20 คัน,2 ห้อง,เปิดทุกวัน เวลา 15.0020.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1048,1048,-,3 ไร่,-,60 คัน,10 ห้อง,เปิดทุกวัน เวลา 09.0018.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1049,1049,-,2 ไร่,-,100 คัน,20 ห้อง,เปิดทุกวัน เวลา 09.0018.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1050,1050,-,5 ไร่,-,100 คัน,20 ห้อง,เปิดทุกวัน 24 ชั่วโมง,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1051,1051,-,3 ไร่,-,30 คัน,10 ห้อง,เปิดวันเสาร์ เวลา 17.00  22.00 น,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1052,1052,-,3 ไร่,-,80 คัน,10 ห้อง,เปิดวันพฤหัสบดี เวลา 15:00  21:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1053,1053,-,2 ไร่,-,50 คัน,10 ห้อง,เปิดวันอังคาร และ วันศุกร์ เวลา 16:00  20:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1054,1054,-,2 ไร่,-,40 คัน,10 ห้อง,เปิดวันอังคาร เวลา 15:00  19:30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1055,1055,-,2 ไร่,-,50 คัน,10 ห้อง,เปิดวันพุธ เวลา 16.00  22.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1056,1056,-,2 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน เวลา 06.00  18.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1057,1057,-,3 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน เวลา 04.00  18.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1058,1058,-,2 ไร่,-,30 คัน,6 ห้อง,เปิดทุกวัน เวลา 06.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1059,1059,-,2 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน เวลา 09.00  19.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1060,1060,-,1 ไร่,-,20 คัน,5 ห้อง,เปิดทุกวัน เวลา 17.00  23.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1061,1061,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันอังคาร เวลา 16.00  21.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1062,1062,-,1 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.00  19.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1063,1063,-,2 ไร่,-,30 คัน,5 ห้อง,เปิดทุกวัน เวลา 05:0009:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1064,1064,-,1 ไร่,-,30 คัน,5 ห้อง,เปิดทุกวัน เวลา 05:00  17:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1065,1065,-,1 ไร่,-,50 คัน,10 ห้อง,เปิดวันศุกร์ เวลา 15:00  20:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1066,1066,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันเสาร์ เวลา 15.00  22.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1067,1067,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 05.00  19.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1068,1068,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน 24 ชั่วโมง,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1069,1069,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันพฤหัสบดี เวลา 05.00  12.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1070,1070,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 06.00  20.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1071,1071,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1072,1072,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1073,1073,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1074,1074,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันอาทิตย์ เวลา 06.00  10.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1075,1075,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 06.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1076,1076,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันพุธ และวันอาทิตย์ เวลา 06.00  09.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1077,1077,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 06.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1078,1078,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1079,1079,-,1 ไร่,-,40 คัน,6 ห้อง,เปิดวัาอาทิตย์ เวลา 12:00  20:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1080,1080,-,2 ไร่,-,40 คัน,10 ห้อง,เปิดทุกวัน เวลา 09.00  19.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1081,1081,-,2 ไร่,-,60 คัน,15 ห้อง,เปิดทุกวัน 07.00  21.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1082,1082,-,3 ไร่,-,50 คัน,10 ห้อง,"เปิดวันจันทร์,วันพฤหัสบดีและวันเสาร์ เวลา 13:00  20:30 น.",รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1083,1083,-,2 ไร่,-,50 คัน,10 ห้อง,เปิดวันอังคาร เวลา 14:00  19:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1084,1084,-,1 ไร่,-,100 คัน,30 ห้อง,เปิดวันพฤหัสบดีและวันศุกร์ เวลา 10.00  21.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1085,1085,-,1 ไร่,-,30 คัน,4 ห้อง,"เปิดวันจันทร์, วันพุธและวันศุกร์ เวลา 15:00  19:00 น.",รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1086,1086,-,3 ไร่,-,60 คัน,15 ห้อง,"เปิดวันพุธ,วันศุกร์และวันอาทิตย์ เวลา 14:0020:00 น.",รถยนต์ส่วสนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1087,1087,-,2 ไร่,-,30 คัน,10 ห้อง,ทุกวัน เวลา 06:0012:00,รถส่วนตัว,รับสินค้าทุกประเภท
1088,1088,-,1 ไร่,-,40 คัน,6 ห้อง,เปิดวันอังคาร เวลา 16:00  20:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1089,1089,-,2 ไร่,-,30 คัน,10 ห้อง,ทุกวัน เวลา 07:0019:00,รถส่วนตัว,รับสินค้าทุกประเภท
1090,1090,-,2 ไร่,-,30 คัน,10 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
1091,1091,-,2 ไร่,-,30 คัน,5 ห้อง,ทุกวัน เปิด 24 ชั่วโมง,รถส่วนตัว,รับสินค้าทุกประเภท
1092,1092,-,1,-,20 คัน,5 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
1093,1093,-,-,-,50 คัน,6 ห้อง,เปิดทุกวัน จันทร์  อาทิตย์ เวลา 8:00  20:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
