DetailMarketId,MarketId,MarketDetail,RatingDetail,AddressDetail,GoogleMapLink
1136,1136,ตลาดโต้รุ่งเทศบาลตำบลวาปีปทุม,4.30 (18),ตำบล หนองแสง อำเภอ วาปีปทุม มหาสารคาม 44120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJcar_YhAaGDER8k2W3xxDNFM
1137,1137,ตลาดสดเทศบาลตำบลวาปีปทุม,4.00 (10),249/6 ถ. สุขาภิบาล 1 ตำบล หนองแสง อำเภอ วาปีปทุม มหาสารคาม 44120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ58YzxRAaGDER0qxudmvRDOc
1138,1138,ตลาดสดเทศบาลตำบลแกดำ,4.00 (1),ตำบล แกดำ อำเภอ แกดำ มหาสารคาม 44190  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJJaXA8nMGGDERFdTV1WXtfts
1139,1139,ตลาดชุมชนบ้านท่าตูม,4.90 (8),ตลาดบ้านท่าตูม ต.ท่าตูม อ ตำบล ท่าตูม เมือง มหาสารคาม  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJJWEUFuKrIjERAijXWPVPR4o
1140,1140,ตลาดสดศิริพนม,4.10 (154),P9X5+VF5 ตำบลพนมสารคาม อำเภอพนมสารคาม ฉะเชิงเทรา 24120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJqSl4BxziHDER4BHiIu-lL9w
1141,1141,ตลาดนัดเอกชน (บ้านคอกวัว),0.00 (0),3V2V+X8V ตำบล นาหมอบุญ อำเภอ จุฬาภรณ์ นครศรีธรรมราช 80180  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ8T3bZoNfUjARMg2t_yM9zrM
1142,1142,ตลาดการค้าชายแดนถาวรบ้านผักกาดบ้านผักกาด,3.90 (413),12004 ตำบลคลองใหญ่ อำเภอโป่งน้ำร้อน จันทบุรี 22140  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJe1pXgQPBBDEREytTcl2nO2o
1143,1143,ตลาดเอกชัย (ป้าดวน),4.00 (2),2V9X+7JP AH2 ตำบล นาหมอบุญ อำเภอ จุฬาภรณ์ นครศรีธรรมราช 80180  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJKwJ1_zNfUjARFs9GNS2g0uQ
1144,1144,ตลาดสดเทศบาลอำเภอลานสกา,4.00 (2),9Q7W+GMF ตำบล เขาแก้ว อำเภอ ลานสกา นครศรีธรรมราช 80230  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ6cX7oKOtUzARBP0oRoG0DPk
1145,1145,ตลาดนัดคีรีวง,4.30 (55),CQMJ+C62 ตำบล กำโลน อำเภอ ลานสกา นครศรีธรรมราช 80230  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJw-lbHzqsUzARm4Rdvv0xfSo
1146,1146,ตลาดเทศบาลเมืองขลุง,"4.20 (1,109)",2 ถนน เทศบาล 4 ตำบลขลุง อำเภอขลุง จันทบุรี 22110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJX5W0ZJR8BDERygWLKfhg3K4
1147,1147,ตลาดชุมชนลานสกา,4.80 (4),9RG5+R9M ตำบล ท่าดี อำเภอ ลานสกา นครศรีธรรมราช 80230  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJc1KYQAoBUzARlMvHBFzV0KY
1148,1148,ตลาดเสาร์ขุนทะเล,4.30 (42),8VR3+428 ตำบล ขุนทะเล อำเภอ ลานสกา นครศรีธรรมราช 80230  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJw8j9E95UUjARLkw5yP9MNGU
1149,1149,ตลาดศรีไทย,4.20 (42),319 หมู่ 7 ตำบลร่อนพิบูลย์ อำเภอร่อนพิบูลย์ จังหวัดนครศรีธรรมราช 80130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ7cB0PgT3UjARYrwLQmteZyM
1150,1150,ตลาดสดเทศบาลตำบลร่อนพิบูลย์,3.80 (70),5R2J+FP8 ตำบล ร่อนพิบูลย์ อำเภอร่อนพิบูลย์ นครศรีธรรมราช 80130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJv8wPKZlZUjARejAKpVd9fYE
1151,1151,ตลาดเขาชุมทอง,4.70 (43),4VWM+C7V ตำบล ควนเกย อำเภอร่อนพิบูลย์ นครศรีธรรมราช 80130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJq5C04WBYUjARuU5SfPEuGng
1152,1152,ตลาดเสาธง,0.00 (0),7W94+2XR ตำบล เสาธง อำเภอร่อนพิบูลย์ นครศรีธรรมราช 80350  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ2YNavkj_UjARy8X6aoCotg4
1153,1153,ตลาดไม้หลา,4.20 (468),6VXP+682 ตำบล หินตก อำเภอร่อนพิบูลย์ นครศรีธรรมราช 80350  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJGSv7IjxWUjARYvrlop0LBzs
1154,1154,ตลาดริมน้ำเชียรใหญ่,4.20 (87),เทศบาลตำบลเชียรใหญ่ 23/2 หมู่ที่3 อำเภอ เชียรใหญ่ นครศรีธรรมราช 80190  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJa4Ujh2jvUjARh3UNxAD8gDk
1155,1155,ตลาดรุ่งเรืองศรี,4.30 (124),ตำบลทุ่งขนาน อำเภอสอยดาว จันทบุรี 22180  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJQYRmMLayBDERCNmlE9CEAVo
1156,1156,ตลาดไทยกัมพูชา (ตลาดบ้านแหลม),4.00 (862),3CMV+PV ตำบลเทพนิมิต อำเภอโป่งน้ำร้อน จันทบุรี 22140  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJkfoZCSTIBDERneTjoBOVNiM
1157,1157,ตลาดจางวาง,1.50 (2),"3247 ต, ตำบลหนองตาคง อำเภอโป่งน้ำร้อน จันทบุรี 22000  ดูแผนที่",https://www.google.com/maps/place/?q=place_id:ChIJB68qGdq5BDERU5rreoOusvY
1158,1158,ตลาดโต้รุ่งฉื่อฉาง,4.30 (227),ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJWXWC1FMpTTARao-ruHz58mU
1159,1159,ตลาดเปิดท้ายประมงใหม่,4.40 (190),ตำบลบ่อยาง เมือง สงขลา 90000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJs_qol4ozTTARhA-9AH_bKMw
1160,1160,ตลาดสันตับเต่า,3.90 (103),ตำบล บ้านโฮ่ง อำเภอ บ้านโฮ่ง ลำพูน 51130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJARsq1L642zARrf95FaLudG8
1161,1161,ตลาดชุมชนเมืองคอหงส์,4.50 (4),ตำบล คอหงส์ อำเภอหาดใหญ่ สงขลา 90110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJj5OAdFUpTTARVRwVgs6m-m0
1162,1162,ตลาดน้ำคลองระโนด,4.30 (159),ตำบล ระโนด อำเภอ ระโนด สงขลา 90140  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJk3Md7bqjUjARZSVKdWOVxF0
1163,1163,ตลาดสดเทศบาลตำบลคลองพน,4.10 (9),ตำบล คลองพน อำเภอคลองท่อม กระบี่ 81170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJjRPxb2UCUjAR_gfFEeHl2Ro
1164,1164,ตลาดสดศาลามีชัย,0.00 (0),ตำบล มะม่วงสองต้น อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJz9h8k5QBUzARnT0-bbbpVek
1165,1165,ตลาดนัดหน้าบิ๊กซี,"4.30 (1,012)",เลขที่ 22 ถ. อ้อมค่ายวชิราวุธ ตำบล ปากพูน อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJD8lliDMBUzAREpM1zDWaVPI
1166,1166,ตลาดนาชุม,4.40 (19),CWGC+5F2 ตำบล โพธิ์เสด็จ อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ1wje2RABUzARjl8qrGca8Io
1167,1167,ตลาดช้อย,4.40 (202),FW9F+X3P ตำบล นาทราย อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80280  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJcda0f0UHUzARmOqYmGQutLw
1168,1168,ตลาดเย็นหน้าราชภัฏนครศรีธรรมราช,3.50 (37),FV86+VJG ตำบล ท่างิ้ว อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80280  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJh-ocFJ-pUzARcF8wuAyUDJ8
1169,1169,ตลาดท่าแพ,4.00 (361),GX72+FWM ตำบล ปากพูน อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ-2dU70cGUzAR6urWG9FMCTA
1170,1170,ตลาดบ่อวิน,4.20 (720),23QJ+389 ตำบล บ่อวิน อำเภอศรีราชา ชลบุรี 20230  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJp0z7PgXEAjERa5HAix1sec8
1171,1171,ตลาดแจ้งเจริญ,4.10 (10),ถ. เก้ากิโล ตำบล ศรีราชา อำเภอศรีราชา ชลบุรี 20230  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJq0uYFoe3AjERB8-TdgYmoXg
1172,1172,ตลาดสดจันทรพิกุล,4.70 (13),46G7+JV7 ตำบลปะตง อำเภอสอยดาว จันทบุรี 22180  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJH_5gfwCvBDER96bW38YlpkY
1173,1173,ตลาดอุดมรัตน์ หนองขาม,4.50 (19),203 311 หมู่11 ตำบล หนองขาม อำเภอศรีราชา ชลบุรี 20230  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJe9_yx1O5AjERX6Ka_AuIIt4
1174,1174,ตลาดตองเจ็ด@บ้านไผ่,4.40 (9),ตรงข้ามปั้ม ปตทสายกลาง ตำบลในเมือง อำเภอบ้านไผ่ ขอนแก่น 40110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJncH6VE2BGDER7Ggbg15z-H8
1175,1175,ตลาดเทศบาล2,4.10 (419),393/1 ศรีกุญชร ตำบลพนัสนิคม อำเภอพนัสนิคม ชลบุรี 20140  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJcRnNHMEvHTER8aYKzDea1dI
1176,1176,ตลาดสามวัง,"4.20 (1,370)",วัดใหม่ ตำบล นาวังหิน อำเภอพนัสนิคม ชลบุรี 20140  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJdVMxB3gvHTERGcaX2dlWCVQ
1177,1177,ตลาดบ้านบึง,4.20 (299),ซอย เนื่องจำนงค์ 4 ตำบล บ้านบึง อำเภอบ้านบึง ชลบุรี 20170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJy7uI19cyHTER6DGOasqJezA
1178,1178,ถนนคนเดินตำบลนาคำไฮ,0.00 (0),ตำบล โนนทัน อำเภอเมืองหนองบัวลำภู หนองบัวลำภู 39000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJKRmHJHS-IzERg70YiNbQ_r0
1179,1179,ตลาดวังหิน (แม่สุนีย์ อินฉัตร),4.10 (300),ตำบล โพนยาง อำเภอ วังหิน ศรีสะเกษ 33270  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJEaPcMY0hFzERRVZz4938Z7U
1180,1180,ตลาดบ้านแสนสุข,4.30 (18),ตำบล น้ำคำ อำเภอเมืองศรีสะเกษ ศรีสะเกษ 33000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJwTcE_ynjFjER8Wq58G6Ujuw
1181,1181,ตลาดนัดวันอังคาร,4.60 (366),ตำบล น้ำอ้อม อำเภอกันทรลักษ์ ศรีสะเกษ 33110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJZbs69RnKFjERa-OmiuP4aRM
1182,1182,ตลาดถนนคนเดินน้ำเกลี้ยง,4.30 (59),ตำบล เมืองใต้ อำเภอเมืองศรีสะเกษ ศรีสะเกษ 33000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ5W2z5-vjFjERuN9uqQZU7eg
1183,1183,ตลาดประชารัฐบ้านตอประดู่,4.30 (3),WMWJ+WQW ตำบลโนนศิลา อำเภอโนนศิลา ขอนแก่น 40110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ19WcFimPGDERUTjAziZ23q4
1184,1184,ตลาดด็อกเตอร์ประโยชน์ เนื่องจำนงค์,"4.10 (1,203)",1/36 ถนน ประโยชน์เนื่องจำนงค์ ตำบล หนองชาก อำเภอบ้านบึง ชลบุรี 20170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJAyedzbHSAjERaxfl5RXJEa0
1185,1185,ตลาดสดอำเภอหนองฮี,4.10 (142),ตำบล หนองฮี อำเภอ ปลาปาก นครพนม 48160  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJmaCu-bZBPDER1H5lfRyXUDA
1186,1186,ตลาดสดเทศบาลเมืองคง,4.30 (443),C8WH+38P ตำบล เมืองคง อำเภอคง นครราชสีมา 30260  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJCVLlZaPYGDERU3fVBaUZ3K8
1187,1187,ถนนคนเดินสาเกต,4.30 (86),ตำบลเหนือเมือง อำเภอเมืองร้อยเอ็ด ร้อยเอ็ด 45000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJHdDIcyH9FzER6j33Zs2_prE
1188,1188,ตลาดสด เทศบาลตำบลสุวรรณภูมิ,0.00 (0),ตำบล สระคู อำเภอ สุวรรณภูมิ ร้อยเอ็ด 45130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJfy6D3tGRFzERpeYBLF2tLYI
1189,1189,ตลาดสดทุ่งเขาหลวง,4.50 (317),ตำบล เหล่า อำเภอ ทุ่งเขาหลวง ร้อยเอ็ด 45170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ11LWm8XmFzERMpHUumvKJAc
1190,1190,ตลาดสดเทศบาลตำโพนเมือง,5.00 (1),ตำบล โพน อำเภอ คำม่วง กาฬสินธุ์ 46180  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ8bo2OsfVPDERpaDu1UgrRks
1191,1191,ตลาดสดเทศบาลขามสะแกแสง,4.40 (29),85JC+FQV ตำบล ขามสะแกแสง อำเภอ ขามสะแกแสง นครราชสีมา 30290  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJpzNXE1kvGTER2UJE4qWUVHE
1192,1192,ตลาดประชารัฐต้องชมตุ้มโฮมเมืองหนองพอก,4.90 (10),ตำบล หนองพอก อำเภอ หนองพอก ร้อยเอ็ด 45210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJXytAKo13PTERrOJdJUtGsLU
1193,1193,ตลาดยายสาวสามแยกมาบไพ,3.90 (126),J743+69 ตำบลมาบไพ อำเภอขลุง จันทบุรี  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ0cJ0aQKGBDERXNFgHYj0YaE
1194,1194,ตลาดค้าผลพัฒนา(กระทิง),4.30 (142),4 3 พลวง ตำบลพลวง อำเภอเขาคิชฌกูฏ จันทบุรี 22210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ4SgJ37-dBDERr2SgOUKa0NY
1195,1195,ตลาดวันอาทิตย์,1.00 (1),M37Q+WW ตำบลแสลง อำเภอเมืองจันทบุรี จันทบุรี 22000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJi3GV9qODBDERje9ds602pBo
1196,1196,ตลาดนัดโนนสมบูรณ์,4.00 (4),7Q9J+VFR ตำบลโนนสมบูรณ์ อำเภอบ้านแฮด ขอนแก่น 40110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ0W_7PoN9IjERxBDHVpMTjgM
1197,1197,ตลาดสดเทศบาลบ้านแฮด,4.30 (17),5PXX+9MJ อำเภอบ้านแฮด ขอนแก่น 40110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJGaZOw_x-IjERVdGtM-serAg
1198,1198,ตลาดหนองน้ำใส,3.50 (16),2PXQ+4G8 ตำบลในเมือง อำเภอบ้านไผ่ ขอนแก่น 40110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJcy2DKVuHGDERwog_SSU0XFE
1199,1199,ตลาดคนเดินยามเย็น อำเภอชนบท,0.00 (0),3JQF+C2Q ตำบลชนบท อำเภอชนบท ขอนแก่น 40180  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ7ejkprGDGDER9bi-mE9WVeI
1200,1200,ตลาดสดเทศบาลตำบลแวงใหญ่,4.20 (166),XG6R+CGM ตำบลแวงใหญ่ อำเภอแวงใหญ่ ขอนแก่น 40330  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJodtnnrCQGDERFG4k02LHujo
1201,1201,ตลาดสดเทศบาลตำบลแวงน้อย,4.10 (497),RC47+PWC ตำบลแวงน้อย อำเภอแวงน้อย ขอนแก่น 40230  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJaS8dp3tXHDER4aJZXSWZwbA
1202,1202,ตลาดเทศบาล 1 เทศบาลตำบลด่านขุนทด,4.20 (395),6Q59+CFG ตำบล ด่านขุนทด อำเภอด่านขุนทด นครราชสีมา 30210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ5_cQuMbDHjERqwEqWs5Mhxo
1203,1203,ตลาดสดมิตรภาพ,4.30 (354),PCFQ+275 353/2 4 2422 ตำบล หนองสาหร่าย อำเภอปากช่อง นครราชสีมา 30130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJH7o4kEcpHDER5tNRFUKhacY
1204,1204,ตลาดชุมชนเทศบาลตำบลแวงน่าง,4.30 (21),ตลาดชุมชนเทศบาลตำบลบางนาค ถนน เทศบาลแวงน่าง 8 ตำบล แวงน่าง อำเภอเมืองมหาสารคาม มหาสารคาม 44000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJo4avKWqnIjERq8-Sf_I9MpE
1205,1205,ตลาดเกษตรมหาสารคาม,4.30 (498),ตำบลเกิ้ง อำเภอเมืองมหาสารคาม มหาสารคาม 44000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJFVEwm16hIjERlxNCBEGHKcQ
1206,1206,ตลาดมาลินพลาซ่า มหาสารคาม,3.80 (38),ตำบล ตลาด อำเภอเมืองมหาสารคาม มหาสารคาม 44000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJq1zgTammIjERtEzMqfPeHGk
1207,1207,ตลาด 5 แยก มมส.,4.10 (88),จังวหัด ซอย นครสวรรค์ 2/6 ตำบล ตลาด อำเภอเมืองมหาสารคาม มหาสารคาม 44000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJF5Vf16KmIjERiRRR9Ys2A0A
1208,1208,ตลาดนัดสีเขียว,4.60 (61),ซอยนครสวรรค์ 6 ตำบล ตลาด อำเภอเมืองมหาสารคาม มหาสารคาม 44000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJVYfGxLqmIjERIlO8a86UHL4
1209,1209,ตลาดสดนายายอามเซ็นเตอร์,4.40 (9),30 ซอย เทศบาล 4 ตำบลนายายอาม อำเภอนายายอาม จันทบุรี 22160  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJg4zTtI1vAzERvFpY_03sauc
1210,1210,ตลาดไนท์บาซ่ามหาสารคาม,4.40 (272),ถ. ศรีสวัสดิ์ดำเนิน ตำบล ตลาด อำเภอเมืองมหาสารคาม มหาสารคาม 44000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJeZbHiJOmIjERrswkR-nwuUQ
1211,1211,ตลาดโต้รุ่งเทศบาลเมืองมหาสารคาม,2.90 (157),42 ซอย ผังเมืองบัญชา 2 ตำบล ตลาด อำเภอเมืองมหาสารคาม มหาสารคาม 44000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJtdbSCe2mIjER_pFo4En9H8s
1212,1212,ตลาดสเทศบาลเมืองมหาสารคาม,4.40 (43),35 วรบุตร ตำบล ตลาด อำเภอเมืองมหาสารคาม มหาสารคาม 44000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJaSvJzfKmIjERMAleFfqKN2M
1213,1213,ตลาดสดเทศบาลตำบลเนินกุ่ม,4.70 (55),ตำบล เนินกุ่ม อำเภอ บางกระทุ่ม พิษณุโลก 65210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJCzlLfw3u3zARd3OU7XOZnIg
1214,1214,ตลาดสดราษฎร์ธรรมาภรณ์,4.30 (131),ตำบลบางระกำ อำเภอบางระกำ พิษณุโลก 65140  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJq48VSb253zAR4yLGm18qE9A
1215,1215,ตลาดไนท์พลาซ่าปากช่อง,"4.20 (3,381)",PC37+WF4 2422 อำเภอปากช่อง นครราชสีมา 30130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ625DFTUqHDERy1BVqz1TuOM
1216,1216,ตลาดคลองถม ปากช่อง,4.50 (82),ถ. มิตรภาพ อำเภอปากช่อง นครราชสีมา 30130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJBYKA53grHDER5tCmGsCT7xM
1217,1217,ตลาดสดสุขาภิบาลสีคิ้ว1,4.10 (548),182 ถ. เข้าเมืองสีคิ้ว ตำบล สีคิ้ว อำเภอสีคิ้ว นครราชสีมา 30140  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJacCTOpSiHjERDVZZkQ-ocFw
1218,1218,ตลาดถนนคนเดินไนท์สีคิ้ว,4.70 (7),"หมู่ ที่ 5, จังหวัด ตำบล สีคิ้ว อำเภอ สีคิ้ว นครราชสีมา 30140  ดูแผนที่",https://www.google.com/maps/place/?q=place_id:ChIJ6zZSBJaiHjERIe6Fg_pcz2E
1219,1219,ตลาดสดศาลเจ้าพ่อ(ตลาด 79 วังน้ำเขียว),4.00 (774),379 ถนนกบินทร์บุรี  ปักธงชัย ตำบลวังน้ำเขียว อำเภอวังน้ำเขียว นครราชสีมา 30370  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ09jiItcSHDERkqm8mBIxigI
1220,1220,ตลาดสดเทศบาลเมืองเมืองปัก,4.00 (1),P2FF+P83 ตำบลเมืองปัก อำเภอปักธงชัย นครราชสีมา 30150  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJZcb8sX2qHjERVBTYgkJW2zw
1221,1221,ตลาดวัดโพธ์เมืองปักธงชัย,4.30 (692),P2G9+Q9J ตำบลเมืองปัก อำเภอปักธงชัย นครราชสีมา 30150  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ2SJREHuqHjERv5LR30QM2HY
1222,1222,ตลาดนัดบ้านบุไผ่,5.00 (2),9VHC+HH6 ตำบลวังน้ำเขียว อำเภอวังน้ำเขียว นครราชสีมา 30370  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ-2MrMZwTHDERgsoKuVuwMiI
1223,1223,ตลาดไทยสามัคคี,"4.20 (1,213)",79 ตำบล ไทยสามัคคี อำเภอวังน้ำเขียว นครราชสีมา 30370  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ_____78MHDERFH2y4K7Kl3w
1224,1224,ตลาดเกษตรกรวังน้ำเขียว,4.50 (4),"ตรงข้ามชาพะยอม, หน้าวัด, Wangnamkhiao, นครราชสีมา 30370  ดูแผนที่",https://www.google.com/maps/place/?q=place_id:ChIJpXvncWoTHDERrqYZp2FJieA
1225,1225,ตลาดแม่ประยูร,0.00 (0),ตำบล ภูเขาทอง อำเภอ หนองพอก ร้อยเอ็ด 45210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ9w1n7-X9FzER_omDANoPj3k
1226,1226,ตลาดนัดยือลาแป,0.00 (0),ตำบล สุวารี อำเภอ รือเสาะ นราธิวาส 96150  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJVXcIQgKSszEROBYVAR7ElNw
1227,1227,ตลาดนัดเทศบาลต้นไทร,4.20 (62),อำเภอ บาเจาะ นราธิวาส 96170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJH_vSmJ6VszER2Bzl3mbMJFo
1228,1228,ตลาดหน้าโรงพยาบาลศรีสาคร,0.00 (0),ตำบล ซากอ อำเภอ ศรีสาคร นราธิวาส 96210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJcSVsNVZ6tDER3AeTjoeFnCA
1229,1229,ตลาดหน้าที่ว่าการอำเภอศรีสาคร,5.00 (2),ตำบล ศรีสาคร อำเภอ ศรีสาคร นราธิวาส 96210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJT-clw4B5tDER1RRtabpcnmE
1230,1230,ตลาดนัดกลางทุ่ง,4.40 (15),ตำบล โคกเคียน อำเภอเมืองนราธิวาส นราธิวาส 96000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJnYf56uXtszERTGb3D3SGU5c
1231,1231,ตลาดนัดกลางทุ่ง,3.90 (18),บ้านนา อำเภอบ้านนาเดิม สุราษฎร์ธานี 84240  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJSYrI67HkUzARP9mdyUjNr5U
1232,1232,ตลาดนัดประชารัฐไอปาโจ,4.40 (32),ตำบล ภูเขาทอง อำเภอ สุคิริน นราธิวาส 96190  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJZ0_98sA4tDER86F3uL0sPAQ
1233,1233,ตลาดนัดราษฎร์ผดุง,4.30 (45),ตำบล ราษฎร์นิยม อำเภอไทรน้อย นนทบุรี 11150 https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15478.314209240198!2d100.32228484970699!3d14.102038417410927!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x30e261a2154d4f07%3A0x8d445c47014fbf6a!2z4LiV4Lil4Liy4LiU4LiZ4Lix4LiU4Lij4Liy4Lip4LiP4Lij4LmM4LiZ4Li04Lii4Lih!5e0!3m2!1sth!2sth!4v1726674948535!5m2!1sth!2sth  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJwxtrZguL4jARgpaggHjneEQ
1234,1234,ถนนคนเดินยี่งอ,4.40 (11),ตำบล ยี่งอ อำเภอ ยี่งอ นราธิวาส 96180  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJQSnc1iqNszERSTGDX_E_0zA
1235,1235,ตลาดสุขาภิบาลเสิงสาง,4.20 (436),"18/24, ถนน โยธาธิการ นครราชสีมา 2094 ตำบล เสิงสาง อำเภอ เสิงสาง นครราชสีมา 30330  ดูแผนที่",https://www.google.com/maps/place/?q=place_id:ChIJ39LP5iPCGzERt4Wyh57QIT8
