MarketId,MarketName,MarketRating,MarketAddress,MarketPrice,UrlImageProfile,LinkDetail
1090,ตลาดนัดแยกทับคริสต์,4.00 (20),"หางดง, เชียงใหม่",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดนัดทับคริสต์/11111.jpg,https://thaimarket.biz/markets/ตลาดนัดทับคริสต์
1091,ตลาดสดฟากท่า (วัดโพธิชัย),4.10 (8),"หางดง, เชียงใหม่",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดฟากท่า-วัดโพธิชัย-/1111.jpg,https://thaimarket.biz/markets/ตลาดสดฟากท่า-วัดโพธิชัย-
1092,ตลาดใหม่บ่อล้อ,4.10 (300),"หางดง, เชียงใหม่",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดใหม่บ่อล้อ/bgttrfv.jpg,https://thaimarket.biz/markets/ตลาดใหม่บ่อล้อ
1093,ตลาดพิมพา,4.70 (3),"บางปะกง, ฉะเชิงเทรา",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดพิมพา/Screenshot 2024-09-27 131749.png,https://thaimarket.biz/markets/ตลาดพิมพา
1094,ตลาดหมอจวน,4.10 (55),"บางปะกง, ฉะเชิงเทรา",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดหมอจวน/20191204_165350.jpg,https://thaimarket.biz/markets/ตลาดหมอจวน
1095,ตลาดร่มชมพู สภอ.แสนภูดาษ,5.00 (2),"บางปะกง, ฉะเชิงเทรา",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดร่มชมพู-สภอ-แสนภูดาษ/Screenshot 2024-09-27 130857.png,https://thaimarket.biz/markets/ตลาดร่มชมพู-สภอ-แสนภูดาษ
1096,ตลาด BOTA มหาวิทยาลัยวลัยลักษณ์,4.60 (154),"บางปะกง, ฉะเชิงเทรา",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาด-bota-มหาวิทยาลัยวลัยลักษณ์/IMG_20210401_183532.jpg,https://thaimarket.biz/markets/ตลาด-bota-มหาวิทยาลัยวลัยลักษณ์
1097,ตลาดนัดจันทร์ประดู่ มหาวิทยาลัยวลัยลักษณ์,5.00 (1),"บางปะกง, ฉะเชิงเทรา",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดนัดจันทร์ประดู่-มหาวิทยาลัยวลัยลักษณ์/202792.jpg,https://thaimarket.biz/markets/ตลาดนัดจันทร์ประดู่-มหาวิทยาลัยวลัยลักษณ์
1098,ตลาดวัดเขาหินซ้อน,4.10 (305),"บางปะกง, ฉะเชิงเทรา",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดวัดเขาหินซ้อน/2018-02-19.jpg,https://thaimarket.biz/markets/ตลาดวัดเขาหินซ้อน
1099,ตลาดน้ำวัดพระธาตุวาโย,4.50 (161),"บางปะกง, ฉะเชิงเทรา",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดน้ำวัดพระธาตุวาโย/2020-01-15 (1).jpg,https://thaimarket.biz/markets/ตลาดน้ำวัดพระธาตุวาโย
1100,ตลาดสดยินดี,4.30 (91),"บางปะกง, ฉะเชิงเทรา",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดยินดี/2022-02-14.jpg,https://thaimarket.biz/markets/ตลาดสดยินดี
1101,ตลาดนัดข้างศูนย์เด็กเล็กเทศบาลเกาะขนุน,4.60 (11),"บางปะกง, ฉะเชิงเทรา",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดนัดข้างศูนย์เด็กเล็กเทศบาลเกาะขนุน/55F10DA3-EEDA-4497-8D75-CFC506C12A15.jpeg,https://thaimarket.biz/markets/ตลาดนัดข้างศูนย์เด็กเล็กเทศบาลเกาะขนุน
1102,ตลาดโต้รุ่งบางคล้า,5.00 (1),"บางปะกง, ฉะเชิงเทรา",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดโต้รุ่งบางคล้า/IMG_20220822_183447.jpg,https://thaimarket.biz/markets/ตลาดโต้รุ่งบางคล้า
1103,ตลาดสดบางน้ำเปรี้ยว,4.10 (418),"บางปะกง, ฉะเชิงเทรา",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดบางน้ำเปรี้ยว/63-10-24-2.jpg,https://thaimarket.biz/markets/ตลาดสดบางน้ำเปรี้ยว
1104,ตลาดน้ำบางคล้า,"4.10 (3,130)","บางปะกง, ฉะเชิงเทรา",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดน้ำบางคล้า/63-10-24-2.jpg,https://thaimarket.biz/markets/ตลาดน้ำบางคล้า
1105,ตลาดเทศบาลตำบลดงแคนใหญ่,0.00 (0),"คำเขื่อนแก้ว, ยโสธร",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดเทศบาลตำบลดงแคนใหญ่/2.jpg,https://thaimarket.biz/markets/ตลาดเทศบาลตำบลดงแคนใหญ่
1106,ตลาดน้ำวัดบางกระเจ็ด,4.40 (345),"คำเขื่อนแก้ว, ยโสธร",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดน้ำวัดบางกระเจ็ด/2024-03-31.jpg,https://thaimarket.biz/markets/ตลาดน้ำวัดบางกระเจ็ด
1107,ตลาดโต้รุ่งคำเขื่อนแก้ว,4.50 (38),"คำเขื่อนแก้ว, ยโสธร",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดโต้รุ่งคำเขื่อนแก้ว/4.jpg,https://thaimarket.biz/markets/ตลาดโต้รุ่งคำเขื่อนแก้ว
1108,ตลาดแม่เล้ง,4.20 (563),"คำเขื่อนแก้ว, ยโสธร",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดแม่เล้ง/2020-08-09.jpg,https://thaimarket.biz/markets/ตลาดแม่เล้ง
1109,ตลาดสดเทศบาลตำบลทรายมูล,0.00 (0),"คำเขื่อนแก้ว, ยโสธร",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดเทศบาลตำบลทรายมูล/3.jpg,https://thaimarket.biz/markets/ตลาดสดเทศบาลตำบลทรายมูล
1110,ตลาดสดเทศบาลตำบลตาดทอง,4.40 (9),"คำเขื่อนแก้ว, ยโสธร",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดเทศบาลตำบลตาดทอง/2.jpg,https://thaimarket.biz/markets/ตลาดสดเทศบาลตำบลตาดทอง
1111,ตลาดสดตำบลทุ่งแต้,4.40 (10),"คำเขื่อนแก้ว, ยโสธร",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดตำบลทุ่งแต้/3.jpg,https://thaimarket.biz/markets/ตลาดสดตำบลทุ่งแต้
1112,ตลาดนัดบ้านในตูล,4.60 (18),"คำเขื่อนแก้ว, ยโสธร",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดนัดบ้านในตูล/2021-06-26.jpg,https://thaimarket.biz/markets/ตลาดนัดบ้านในตูล
1113,ตลาดสดเทศบาลตำบลขนอม,4.00 (124),"คำเขื่อนแก้ว, ยโสธร",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดเทศบาลตำบลขนอม/2017-10-20.jpg,https://thaimarket.biz/markets/ตลาดสดเทศบาลตำบลขนอม
1114,ตลาดโต้รุ่งยโสธร,3.30 (19),"คำเขื่อนแก้ว, ยโสธร",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดโต้รุ่งยโสธร/1.jpg,https://thaimarket.biz/markets/ตลาดโต้รุ่งยโสธร
1115,ตลาดนัดบ้านวังยวน,4.30 (31),"คำเขื่อนแก้ว, ยโสธร",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดนัดบ้านวังยวน/2017-11-18.jpg,https://thaimarket.biz/markets/ตลาดนัดบ้านวังยวน
1116,ตลาดนัดเทศบาลตำบลเดิด,4.50 (4),"คำเขื่อนแก้ว, ยโสธร",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดนัดเทศบาลตำบลเดิด/2.jpg,https://thaimarket.biz/markets/ตลาดนัดเทศบาลตำบลเดิด
1117,ตลาดนัดปั๋มถาวร,4.20 (293),"ทุ่งสง, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดนัดปั๋มถาวร/IMG_25650625_175352.jpg,https://thaimarket.biz/markets/ตลาดนัดปั๋มถาวร
1118,ตลาดโต้รุ่ง,4.50 (497),"ทุ่งสง, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดโต้รุ่ง/1.jpg,https://thaimarket.biz/markets/ตลาดโต้รุ่ง
1119,ตลาดสดเทศบาลเมืองทุ่งสง,4.30 (27),"ทุ่งสง, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดเทศบาลเมืองทุ่งสง/2.jpg,https://thaimarket.biz/markets/ตลาดสดเทศบาลเมืองทุ่งสง
1120,ตลาดชุมชนตำบลหนองเอี่ยน,4.10 (35),"ทุ่งสง, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดชุมชนตำบลหนองเอี่ยน/1.jpg,https://thaimarket.biz/markets/ตลาดชุมชนตำบลหนองเอี่ยน
1121,ตลาดล้านเหล่ากลาง,5.00 (3),"ทุ่งสง, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดล้านเหล่ากลาง/1.jpg,https://thaimarket.biz/markets/ตลาดล้านเหล่ากลาง
1122,ตลาดวัฒนธรรมภูไทนาโสก,5.00 (1),"ทุ่งสง, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดวัฒนธรรมภูไทนาโสก/3.jpg,https://thaimarket.biz/markets/ตลาดวัฒนธรรมภูไทนาโสก
1123,ตลาดสดอำเภอดงหลวง,3.00 (2),"ทุ่งสง, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดอำเภอดงหลวง/4.jpg,https://thaimarket.biz/markets/ตลาดสดอำเภอดงหลวง
1124,ตลาดสดเทศบาลตำบลคำชะอี,3.40 (8),"ทุ่งสง, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดเทศบาลตำบลคำชะอี/6.jpg,https://thaimarket.biz/markets/ตลาดสดเทศบาลตำบลคำชะอี
1125,ตลาดต้องชมสะพานไม้แกดำ,4.30 (708),"ทุ่งสง, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดต้องชมสะพานไม้แกดำ/2.jpg,https://thaimarket.biz/markets/ตลาดต้องชมสะพานไม้แกดำ
1126,ตลาดร่มม่วง ริมคลองสมถวิล,0.00 (0),"ทุ่งสง, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดร่มม่วง-ริมคลองสมถวิล/4.jpg,https://thaimarket.biz/markets/ตลาดร่มม่วง-ริมคลองสมถวิล
1127,ตลาดต้องชมร้านค้าชุมชนวัดพระธาตุแช่แห้ง,"4.70 (3,122)","ทุ่งสง, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดต้องชมร้านค้าชุมชนวัดพระธาตุแช่แห้ง/0606.png,https://thaimarket.biz/markets/ตลาดต้องชมร้านค้าชุมชนวัดพระธาตุแช่แห้ง
1128,ตลาดสดแม่จริม,3.00 (5),"ทุ่งสง, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดแม่จริม/0606.png,https://thaimarket.biz/markets/ตลาดสดแม่จริม
1129,กาดแลงบ้านกลางเวียง เวียงสา,4.20 (302),"เวียงสา, น่าน",,https://dx0z0m6vobblr.cloudfront.net/markets/กาดแลงบ้านกลางเวียง-เวียงสา/060606.png,https://thaimarket.biz/markets/กาดแลงบ้านกลางเวียง-เวียงสา
1130,กาดบ้านนาหลวง,4.30 (94),"เวียงสา, น่าน",,https://dx0z0m6vobblr.cloudfront.net/markets/กาดบ้านนาหลวง/060606.png,https://thaimarket.biz/markets/กาดบ้านนาหลวง
1131,ตลาดสดเทศบาลท่าสะอาด อำเภอเซกา,3.00 (4),"เวียงสา, น่าน",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดเทศบาลท่าสะอาด-อำเภอเซกา/060606.png,https://thaimarket.biz/markets/ตลาดสดเทศบาลท่าสะอาด-อำเภอเซกา
1132,ตลาดสดองค์การบริหารส่วนตำบลยางสีสุราช,4.00 (3),"เวียงสา, น่าน",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดองค์การบริหารส่วนตำบลยางสีสุราช/3.jpg,https://thaimarket.biz/markets/ตลาดสดองค์การบริหารส่วนตำบลยางสีสุราช
1133,ตลาดปลาดงเค็งหนองเม็ก,4.60 (7),"เวียงสา, น่าน",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดปลาดงเค็งหนองเม็ก/6.jpg,https://thaimarket.biz/markets/ตลาดปลาดงเค็งหนองเม็ก
1134,ตลาดสดเทศบาลตำบลพยัคฆภูมิพิสัย,2.50 (27),"เวียงสา, น่าน",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดเทศบาลตำบลพยัคฆภูมิพิสัย/3.jpg,https://thaimarket.biz/markets/ตลาดสดเทศบาลตำบลพยัคฆภูมิพิสัย
1135,ตลานดนัดชุมชนห้างสรรพสินค้า Lotus วาปีปทุม,0.00 (0),"เวียงสา, น่าน",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลานดนัดชุมชนห้างสรรพสินค้า-lotus-วาปีปทุม/1.jpg,https://thaimarket.biz/markets/ตลานดนัดชุมชนห้างสรรพสินค้า-lotus-วาปีปทุม
1136,ตลาดโต้รุ่งเทศบาลตำบลวาปีปทุม,4.30 (18),"เวียงสา, น่าน",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดโต้รุ่งเทศบาลตำบลวาปีปทุม/1.jpg,https://thaimarket.biz/markets/ตลาดโต้รุ่งเทศบาลตำบลวาปีปทุม
1137,ตลาดสดเทศบาลตำบลวาปีปทุม,4.00 (10),"เวียงสา, น่าน",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดเทศบาลตำบลวาปีปทุม/4.jpg,https://thaimarket.biz/markets/ตลาดสดเทศบาลตำบลวาปีปทุม
1138,ตลาดสดเทศบาลตำบลแกดำ,4.00 (1),"เวียงสา, น่าน",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดเทศบาลตำบลแกดำ/1.jpg,https://thaimarket.biz/markets/ตลาดสดเทศบาลตำบลแกดำ
1139,ตลาดชุมชนบ้านท่าตูม,4.90 (8),"เวียงสา, น่าน",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดชุมชนบ้านท่าตูม/à¸ªà¸à¸£à¸µà¸à¸à¹à¸­à¸ 2024-09-26 234805.png,https://thaimarket.biz/markets/ตลาดชุมชนบ้านท่าตูม
1140,ตลาดสดศิริพนม,4.10 (154),"เวียงสา, น่าน",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดศิริพนม/2020-01-14.jpg,https://thaimarket.biz/markets/ตลาดสดศิริพนม
1141,ตลาดนัดเอกชน (บ้านคอกวัว),0.00 (0),"จุฬาภรณ์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดนัดเอกชน-บ้านคอกวัว-/20190420_061615.jpg,https://thaimarket.biz/markets/ตลาดนัดเอกชน-บ้านคอกวัว-
1142,ตลาดการค้าชายแดนถาวรบ้านผักกาดบ้านผักกาด,3.90 (413),"จุฬาภรณ์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดการค้าชายแดนถาวรบ้านผักกาดบ้านผักกาด/2020-01-14.jpg,https://thaimarket.biz/markets/ตลาดการค้าชายแดนถาวรบ้านผักกาดบ้านผักกาด
1143,ตลาดเอกชัย (ป้าดวน),4.00 (2),"จุฬาภรณ์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดเอกชัย-ป้าดวน-/2.jpg,https://thaimarket.biz/markets/ตลาดเอกชัย-ป้าดวน-
1144,ตลาดสดเทศบาลอำเภอลานสกา,4.00 (2),"จุฬาภรณ์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดเทศบาลอำเภอลานสกา/2017-12-09.jpg,https://thaimarket.biz/markets/ตลาดสดเทศบาลอำเภอลานสกา
1145,ตลาดนัดคีรีวง,4.30 (55),"จุฬาภรณ์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดนัดคีรีวง/2024-07-26.jpg,https://thaimarket.biz/markets/ตลาดนัดคีรีวง
1146,ตลาดเทศบาลเมืองขลุง,"4.20 (1,109)","จุฬาภรณ์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดเทศบาลเมืองขลุง/2017-10-14.jpg,https://thaimarket.biz/markets/ตลาดเทศบาลเมืองขลุง
1147,ตลาดชุมชนลานสกา,4.80 (4),"จุฬาภรณ์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดชุมชนลานสกา/2020-01-14.jpg,https://thaimarket.biz/markets/ตลาดชุมชนลานสกา
1148,ตลาดเสาร์ขุนทะเล,4.30 (42),"จุฬาภรณ์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดเสาร์ขุนทะเล/Screenshot_2566_0308_210635.png,https://thaimarket.biz/markets/ตลาดเสาร์ขุนทะเล
1149,ตลาดศรีไทย,4.20 (42),"จุฬาภรณ์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดศรีไทย/2017-04-12.jpg,https://thaimarket.biz/markets/ตลาดศรีไทย
1150,ตลาดสดเทศบาลตำบลร่อนพิบูลย์,3.80 (70),"จุฬาภรณ์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดเทศบาลตำบลร่อนพิบูลย์/2022-04-02.jpg,https://thaimarket.biz/markets/ตลาดสดเทศบาลตำบลร่อนพิบูลย์
1151,ตลาดเขาชุมทอง,4.70 (43),"จุฬาภรณ์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดเขาชุมทอง/2018-06-23.jpg,https://thaimarket.biz/markets/ตลาดเขาชุมทอง
1152,ตลาดเสาธง,0.00 (0),"จุฬาภรณ์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดเสาธง/451822819_1543745376572839_5899557015469458550_n.jpg,https://thaimarket.biz/markets/ตลาดเสาธง
1153,ตลาดไม้หลา,4.20 (468),"ร่อนพิบูลย์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดไม้หลา/1.jpg,https://thaimarket.biz/markets/ตลาดไม้หลา
1154,ตลาดริมน้ำเชียรใหญ่,4.20 (87),"ร่อนพิบูลย์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดริมน้ำเชียรใหญ่/Ixy2508.jpg,https://thaimarket.biz/markets/ตลาดริมน้ำเชียรใหญ่
1155,ตลาดรุ่งเรืองศรี,4.30 (124),"ร่อนพิบูลย์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดรุ่งเรืองศรี/Screenshot 2024-09-26 184434.png,https://thaimarket.biz/markets/ตลาดรุ่งเรืองศรี
1156,ตลาดไทยกัมพูชา (ตลาดบ้านแหลม),4.00 (862),"ร่อนพิบูลย์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดไทย-กัมพูชา-ตลาดบ้านแหลม-/Screenshot 2024-09-26 191016.png,https://thaimarket.biz/markets/ตลาดไทย-กัมพูชา-ตลาดบ้านแหลม-
1157,ตลาดจางวาง,1.50 (2),"ร่อนพิบูลย์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดจางวาง/Screenshot 2024-09-26 184434.png,https://thaimarket.biz/markets/ตลาดจางวาง
1158,ตลาดโต้รุ่งฉื่อฉาง,4.30 (227),"ร่อนพิบูลย์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดโต้รุ่งฉื่อฉาง/11111.jpg,https://thaimarket.biz/markets/ตลาดโต้รุ่งฉื่อฉาง
1159,ตลาดเปิดท้ายประมงใหม่,4.40 (190),"ร่อนพิบูลย์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดเปิดท้ายประมงใหม่/1111.jpg,https://thaimarket.biz/markets/ตลาดเปิดท้ายประมงใหม่
1160,ตลาดสันตับเต่า,3.90 (103),"ร่อนพิบูลย์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสันตับเต่า/1111.JPG,https://thaimarket.biz/markets/ตลาดสันตับเต่า
1161,ตลาดชุมชนเมืองคอหงส์,4.50 (4),"ร่อนพิบูลย์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดชุมชนเมืองคอหงส์/11111.jpg,https://thaimarket.biz/markets/ตลาดชุมชนเมืองคอหงส์
1162,ตลาดน้ำคลองระโนด,4.30 (159),"ร่อนพิบูลย์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดน้ำคลองระโนด/5555555.jpg,https://thaimarket.biz/markets/ตลาดน้ำคลองระโนด
1163,ตลาดสดเทศบาลตำบลคลองพน,4.10 (9),"ร่อนพิบูลย์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดเทศบาลตำบลคลองพน/11111.jpg,https://thaimarket.biz/markets/ตลาดสดเทศบาลตำบลคลองพน
1164,ตลาดสดศาลามีชัย,0.00 (0),"ร่อนพิบูลย์, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดศาลามีชัย/2016-12-12.jpg,https://thaimarket.biz/markets/ตลาดสดศาลามีชัย
1165,ตลาดนัดหน้าบิ๊กซี,"4.30 (1,012)","เมืองนครศรีธรรมราช, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดนัดหน้าบิ๊กซี-2/395124630_191242067347855_4436444207122630250_n.jpg,https://thaimarket.biz/markets/ตลาดนัดหน้าบิ๊กซี-2
1166,ตลาดนาชุม,4.40 (19),"เมืองนครศรีธรรมราช, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดนาชุม/1.jpg,https://thaimarket.biz/markets/ตลาดนาชุม
1167,ตลาดช้อย,4.40 (202),"เมืองนครศรีธรรมราช, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดช้อย/2023-07-31.jpg,https://thaimarket.biz/markets/ตลาดช้อย
1168,ตลาดเย็นหน้าราชภัฏนครศรีธรรมราช,3.50 (37),"เมืองนครศรีธรรมราช, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดเย็นหน้าราชภัฏนครศรีธรรมราช/453204821_1562489150973056_2356066509352913283_n.jpg,https://thaimarket.biz/markets/ตลาดเย็นหน้าราชภัฏนครศรีธรรมราช
1169,ตลาดท่าแพ,4.00 (361),"เมืองนครศรีธรรมราช, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดท่าแพ/20220926_084508.jpg,https://thaimarket.biz/markets/ตลาดท่าแพ
1170,ตลาดบ่อวิน,4.20 (720),"เมืองนครศรีธรรมราช, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดบ่อวิน/2023-03-06.jpg,https://thaimarket.biz/markets/ตลาดบ่อวิน
1171,ตลาดแจ้งเจริญ,4.10 (10),"เมืองนครศรีธรรมราช, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดแจ้งเจริญ/2013-05-04.jpg,https://thaimarket.biz/markets/ตลาดแจ้งเจริญ
1172,ตลาดสดจันทรพิกุล,4.70 (13),"เมืองนครศรีธรรมราช, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสดจันทรพิกุล/Screenshot 2024-09-26 145421.png,https://thaimarket.biz/markets/ตลาดสดจันทรพิกุล
1173,ตลาดอุดมรัตน์ หนองขาม,4.50 (19),"เมืองนครศรีธรรมราช, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดอุดมรัตน์-หนองขาม/430690657_924705192690574_1878329566410185184_n.jpg,https://thaimarket.biz/markets/ตลาดอุดมรัตน์-หนองขาม
1174,ตลาดตองเจ็ด@บ้านไผ่,4.40 (9),"เมืองนครศรีธรรมราช, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดตองเจ็ด-บ้านไผ่/Screenshot 2024-09-26 144004.png,https://thaimarket.biz/markets/ตลาดตองเจ็ด-บ้านไผ่
1175,ตลาดเทศบาล2,4.10 (419),"เมืองนครศรีธรรมราช, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดเทศบาล2/RIMG0652.JPG,https://thaimarket.biz/markets/ตลาดเทศบาล2
1176,ตลาดสามวัง,"4.20 (1,370)","เมืองนครศรีธรรมราช, นครศรีธรรมราช",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดสามวัง/2022-04-30.jpg,https://thaimarket.biz/markets/ตลาดสามวัง
1177,ตลาดบ้านบึง,4.20 (299),"บ้านบึง, ชลบุรี",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดบ้านบึง/2023-10-22.jpg,https://thaimarket.biz/markets/ตลาดบ้านบึง
1178,ถนนคนเดินตำบลนาคำไฮ,0.00 (0),"บ้านบึง, ชลบุรี",,https://dx0z0m6vobblr.cloudfront.net/markets/ถนนคนเดินตำบลนาคำไฮ/11111.jpg,https://thaimarket.biz/markets/ถนนคนเดินตำบลนาคำไฮ
1179,ตลาดวังหิน (แม่สุนีย์ อินฉัตร),4.10 (300),"บ้านบึง, ชลบุรี",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดวังหิน-แม่สุนีย์-อินฉัตร-/11111.jpg,https://thaimarket.biz/markets/ตลาดวังหิน-แม่สุนีย์-อินฉัตร-
1180,ตลาดบ้านแสนสุข,4.30 (18),"บ้านบึง, ชลบุรี",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดบ้านแสนสุข/1111.jpg,https://thaimarket.biz/markets/ตลาดบ้านแสนสุข
1181,ตลาดนัดวันอังคาร,4.60 (366),"บ้านบึง, ชลบุรี",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดนัดวันอังคาร/11111.jpg,https://thaimarket.biz/markets/ตลาดนัดวันอังคาร
1182,ตลาดถนนคนเดินน้ำเกลี้ยง,4.30 (59),"บ้านบึง, ชลบุรี",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดถนนคนเดินน้ำเกลี้ยง/1111.jpg,https://thaimarket.biz/markets/ตลาดถนนคนเดินน้ำเกลี้ยง
1183,ตลาดประชารัฐบ้านตอประดู่,4.30 (3),"บ้านบึง, ชลบุรี",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดประชารัฐบ้านตอประดู่/IMG20191215180755.jpg,https://thaimarket.biz/markets/ตลาดประชารัฐบ้านตอประดู่
1184,ตลาดด็อกเตอร์ประโยชน์ เนื่องจำนงค์,"4.10 (1,203)","บ้านบึง, ชลบุรี",,https://dx0z0m6vobblr.cloudfront.net/markets/ตลาดด็อกเตอร์ประโยชน์-เนื่องจำนงค์/2021-03-20.jpg,https://thaimarket.biz/markets/ตลาดด็อกเตอร์ประโยชน์-เนื่องจำนงค์
